PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,FamilySize,TicketCount,Cabin_Area
49,0,3,male,8.273273865495105,2,0,21.6792,C,Mr,3,unique,X
50,0,3,female,18.0,1,0,17.8,S,Mrs,2,share,X
51,0,3,male,7.0,4,1,39.6875,S,Master,6,share,X
52,0,3,male,21.0,0,0,7.8,S,Mr,1,unique,X
53,1,1,female,49.0,1,0,76.7292,C,Mrs,2,share,D
54,1,2,female,29.0,1,0,26.0,S,Mrs,2,unique,X
55,0,1,male,65.0,0,1,61.9792,C,Mr,2,unique,B
56,1,1,male,10.895125097197399,0,0,35.5,S,Mr,1,unique,C
57,1,2,female,21.0,0,0,10.5,S,Miss,1,unique,X
58,0,3,male,28.5,0,0,7.2292,C,Mr,1,unique,X
59,1,2,female,5.0,1,2,27.75,S,Miss,4,share,X
60,0,3,male,11.0,5,2,46.9,S,Master,8,share,X
61,0,3,male,22.0,0,0,7.2292,C,Mr,1,unique,X
62,1,1,female,38.0,0,0,80.0,C,Miss,1,share,B
63,0,1,male,45.0,1,0,83.475,S,Mr,2,share,C
64,0,3,male,4.0,3,2,27.9,S,Master,6,share,X
65,0,1,male,10.877952455907836,0,0,27.7208,C,Mr,1,unique,X
66,1,3,male,8.18284668302142,1,1,15.2458,C,Master,3,share,X
67,1,2,female,29.0,0,0,10.5,S,Mrs,1,unique,F
68,0,3,male,19.0,0,0,8.1583,S,Mr,1,unique,X
69,1,3,female,17.0,4,2,7.925,S,Miss,7,unique,X
70,0,3,male,26.0,2,0,8.6625,S,Mr,3,unique,X
71,0,2,male,32.0,0,0,10.5,S,Mr,1,unique,X
72,0,3,female,16.0,5,2,46.9,S,Miss,8,share,X
73,0,2,male,21.0,0,0,73.5,S,Mr,1,share,X
74,0,3,male,26.0,1,0,14.4542,C,Mr,2,unique,X
75,1,3,male,32.0,0,0,56.4958,S,Mr,1,share,X
76,0,3,male,25.0,0,0,7.65,S,Mr,1,unique,F
77,0,3,male,9.039047928578592,0,0,7.8958,S,Mr,1,unique,X
78,0,3,male,9.05388702296441,0,0,8.05,S,Mr,1,unique,X
79,1,2,male,0.83,0,2,29.0,S,Master,3,share,X
80,1,3,female,30.0,0,0,12.475,S,Miss,1,share,X
81,0,3,male,22.0,0,0,9.0,S,Mr,1,unique,X
82,1,3,male,29.0,0,0,9.5,S,Mr,1,unique,X
83,1,3,female,8.431705942585712,0,0,7.7875,Q,Miss,1,unique,X
84,0,1,male,28.0,0,0,47.1,S,Mr,1,unique,X
85,1,2,female,17.0,0,0,10.5,S,Miss,1,unique,X
86,1,3,female,33.0,3,0,15.85,S,Mrs,4,share,X
87,0,3,male,16.0,1,3,34.375,S,Mr,5,share,X
88,0,3,male,9.05388702296441,0,0,8.05,S,Mr,1,unique,X
89,1,1,female,23.0,3,2,263.0,S,Miss,6,share,C
90,0,3,male,24.0,0,0,8.05,S,Mr,1,unique,X
91,0,3,male,29.0,0,0,8.05,S,Mr,1,unique,X
92,0,3,male,20.0,0,0,7.8542,S,Mr,1,unique,X
93,0,1,male,46.0,1,0,61.175,S,Mr,2,unique,E
94,0,3,male,26.0,1,2,20.575,S,Mr,4,share,X
95,0,3,male,59.0,0,0,7.25,S,Mr,1,unique,X
96,0,3,male,9.05388702296441,0,0,8.05,S,Mr,1,unique,X
97,0,1,male,71.0,0,0,34.6542,C,Mr,1,unique,A
98,1,1,male,23.0,0,1,63.3583,C,Mr,2,unique,D
99,1,2,female,34.0,0,1,23.0,S,Mrs,2,share,X
100,0,2,male,34.0,1,0,26.0,S,Mr,2,share,X
101,0,3,female,28.0,0,0,7.8958,S,Miss,1,unique,X
102,0,3,male,9.039047928578592,0,0,7.8958,S,Mr,1,unique,X
103,0,1,male,21.0,0,1,77.2875,S,Mr,2,share,D
104,0,3,male,33.0,0,0,8.6542,S,Mr,1,unique,X
105,0,3,male,37.0,2,0,7.925,S,Mr,3,unique,X
106,0,3,male,28.0,0,0,7.8958,S,Mr,1,unique,X
107,1,3,female,21.0,0,0,7.65,S,Miss,1,unique,X
108,1,3,male,9.057028882182395,0,0,7.775,S,Mr,1,unique,X
109,0,3,male,38.0,0,0,7.8958,S,Mr,1,unique,X
110,1,3,female,8.519389591819657,1,0,24.15,Q,Miss,2,share,X
111,0,1,male,47.0,0,0,52.0,S,Mr,1,share,C
112,0,3,female,14.5,1,0,14.4542,C,Miss,2,share,X
113,0,3,male,22.0,0,0,8.05,S,Mr,1,unique,X
114,0,3,female,20.0,1,0,9.825,S,Miss,2,unique,X
115,0,3,female,17.0,0,0,14.4583,C,Miss,1,share,X
116,0,3,male,21.0,0,0,7.925,S,Mr,1,unique,X
117,0,3,male,70.5,0,0,7.75,Q,Mr,1,unique,X
118,0,2,male,29.0,1,0,21.0,S,Mr,2,share,X
119,0,1,male,24.0,0,1,247.5208,C,Mr,2,share,B
120,0,3,female,2.0,4,2,31.275,S,Miss,7,share,X
121,0,2,male,21.0,2,0,73.5,S,Mr,3,share,X
122,0,3,male,9.05388702296441,0,0,8.05,S,Mr,1,unique,X
123,0,2,male,32.5,1,0,30.0708,C,Mr,2,share,X
124,1,2,female,32.5,0,0,13.0,S,Miss,1,unique,E
125,0,1,male,54.0,0,1,77.2875,S,Mr,2,share,D
126,1,3,male,12.0,1,0,11.2417,C,Master,2,share,X
127,0,3,male,8.916383443911776,0,0,7.75,Q,Mr,1,unique,X
128,1,3,male,24.0,0,0,7.1417,S,Mr,1,unique,X
129,1,3,female,7.912523076563563,1,1,22.3583,C,Miss,3,share,F
130,0,3,male,45.0,0,0,6.975,S,Mr,1,unique,X
131,0,3,male,33.0,0,0,7.8958,C,Mr,1,unique,X
132,0,3,male,20.0,0,0,7.05,S,Mr,1,unique,X
133,0,3,female,47.0,1,0,14.5,S,Mrs,2,unique,X
134,1,2,female,29.0,1,0,26.0,S,Mrs,2,unique,X
135,0,2,male,25.0,0,0,13.0,S,Mr,1,unique,X
136,0,2,male,23.0,0,0,15.0458,C,Mr,1,unique,X
137,1,1,female,19.0,0,2,26.2833,S,Miss,3,unique,D
138,0,1,male,37.0,1,0,53.1,S,Mr,2,share,C
139,0,3,male,16.0,0,0,9.2167,S,Mr,1,share,X
140,0,1,male,24.0,0,0,79.2,C,Mr,1,share,B
141,0,3,female,7.742393924053461,0,2,15.2458,C,Mrs,3,share,X
142,1,3,female,22.0,0,0,7.75,S,Miss,1,unique,X
143,1,3,female,24.0,1,0,15.85,S,Mrs,2,share,X
144,0,3,male,19.0,0,0,6.75,Q,Mr,1,unique,X
145,0,2,male,18.0,0,0,11.5,S,Mr,1,unique,X
146,0,2,male,19.0,1,1,36.75,S,Mr,3,share,X
147,1,3,male,27.0,0,0,7.7958,S,Mr,1,unique,X
148,0,3,female,9.0,2,2,34.375,S,Miss,5,share,X
149,0,2,male,36.5,0,2,26.0,S,Mr,3,share,F
150,0,2,male,42.0,0,0,13.0,S,Rev,1,unique,X
151,0,2,male,51.0,0,0,12.525,S,Rev,1,unique,X
152,1,1,female,22.0,1,0,66.6,S,Mrs,2,share,C
153,0,3,male,55.5,0,0,8.05,S,Mr,1,unique,X
154,0,3,male,40.5,0,2,14.5,S,Mr,3,unique,X
155,0,3,male,9.057028882182395,0,0,7.3125,S,Mr,1,unique,X
156,0,1,male,51.0,0,1,61.3792,C,Mr,2,unique,X
157,1,3,female,16.0,0,0,7.7333,Q,Miss,1,unique,X
158,0,3,male,30.0,0,0,8.05,S,Mr,1,unique,X
159,0,3,male,9.110283654838971,0,0,8.6625,S,Mr,1,unique,X
160,0,3,male,4.969622871492396,8,2,69.55,S,Master,11,share,X
161,0,3,male,44.0,0,1,16.1,S,Mr,2,unique,X
162,1,2,female,40.0,0,0,15.75,S,Mrs,1,unique,X
163,0,3,male,26.0,0,0,7.775,S,Mr,1,unique,X
164,0,3,male,17.0,0,0,8.6625,S,Mr,1,unique,X
165,0,3,male,1.0,4,1,39.6875,S,Master,6,share,X
166,1,3,male,9.0,0,2,20.525,S,Master,3,share,X
167,1,1,female,10.186393296429479,0,1,55.0,S,Mrs,2,share,E
168,0,3,female,45.0,1,4,27.9,S,Mrs,6,share,X
169,0,1,male,10.865160502650532,0,0,25.925,S,Mr,1,unique,X
170,0,3,male,28.0,0,0,56.4958,S,Mr,1,share,X
171,0,1,male,61.0,0,0,33.5,S,Mr,1,unique,B
172,0,3,male,4.0,4,1,29.125,Q,Master,6,share,X
173,1,3,female,1.0,1,1,11.1333,S,Miss,3,share,X
174,0,3,male,21.0,0,0,7.925,S,Mr,1,unique,X
175,0,1,male,56.0,0,0,30.6958,C,Mr,1,unique,A
176,0,3,male,18.0,1,1,7.8542,S,Mr,3,unique,X
177,0,3,male,6.919350183639834,3,1,25.4667,S,Master,5,share,X
178,0,1,female,50.0,0,0,28.7125,C,Miss,1,unique,C
179,0,2,male,30.0,0,0,13.0,S,Mr,1,unique,X
180,0,3,male,36.0,0,0,0.0,S,Mr,1,share,X
181,0,3,female,4.982016632394263,8,2,69.55,S,Miss,11,share,X
182,0,2,male,9.845990076290114,0,0,15.05,C,Mr,1,unique,X
183,0,3,male,9.0,4,2,31.3875,S,Master,7,share,X
184,1,2,male,1.0,2,1,39.0,S,Master,4,share,F
185,1,3,female,4.0,0,2,22.025,S,Miss,3,unique,X
186,0,1,male,10.931309662222825,0,0,50.0,S,Mr,1,unique,A
187,1,3,female,8.51572954281692,1,0,15.5,Q,Mrs,2,share,X
188,1,1,male,45.0,0,0,26.55,S,Mr,1,unique,X
189,0,3,male,40.0,1,1,15.5,Q,Mr,3,share,X
190,0,3,male,36.0,0,0,7.8958,S,Mr,1,unique,X
191,1,2,female,32.0,0,0,13.0,S,Mrs,1,unique,X
192,0,2,male,19.0,0,0,13.0,S,Mr,1,unique,X
193,1,3,female,19.0,1,0,7.8542,S,Miss,2,unique,X
194,1,2,male,3.0,1,1,26.0,S,Master,3,share,F
195,1,1,female,44.0,0,0,27.7208,C,Mrs,1,unique,B
196,1,1,female,58.0,0,0,146.5208,C,Miss,1,share,B
197,0,3,male,8.916383443911776,0,0,7.75,Q,Mr,1,unique,X
198,0,3,male,42.0,0,1,8.4042,S,Mr,2,unique,X
199,1,3,female,8.441332563687816,0,0,7.75,Q,Miss,1,unique,X
200,0,2,female,24.0,0,0,13.0,S,Miss,1,unique,X
201,0,3,male,28.0,0,0,9.5,S,Mr,1,unique,X
202,0,3,male,4.969622871492396,8,2,69.55,S,Mr,11,share,X
203,0,3,male,34.0,0,0,6.4958,S,Mr,1,unique,X
204,0,3,male,45.5,0,0,7.225,C,Mr,1,unique,X
205,1,3,male,18.0,0,0,8.05,S,Mr,1,unique,X
206,0,3,female,2.0,0,1,10.4625,S,Miss,2,share,G
207,0,3,male,32.0,1,0,15.85,S,Mr,2,share,X
208,1,3,male,26.0,0,0,18.7875,C,Mr,1,share,X
209,1,3,female,16.0,0,0,7.75,Q,Miss,1,unique,X
210,1,1,male,40.0,0,0,31.0,C,Mr,1,unique,A
211,0,3,male,24.0,0,0,7.05,S,Mr,1,unique,X
212,1,2,female,35.0,0,0,21.0,S,Miss,1,unique,X
213,0,3,male,22.0,0,0,7.25,S,Mr,1,unique,X
214,0,2,male,30.0,0,0,13.0,S,Mr,1,unique,X
215,0,3,male,8.805936220091619,1,0,7.75,Q,Mr,2,unique,X
216,1,1,female,31.0,1,0,113.275,C,Miss,2,share,D
217,1,3,female,27.0,0,0,7.925,S,Miss,1,unique,X
218,0,2,male,42.0,1,0,27.0,S,Mr,2,share,X
219,1,1,female,32.0,0,0,76.2917,C,Miss,1,unique,D
220,0,2,male,30.0,0,0,10.5,S,Mr,1,unique,X
221,1,3,male,16.0,0,0,8.05,S,Mr,1,unique,X
222,0,2,male,27.0,0,0,13.0,S,Mr,1,unique,X
223,0,3,male,51.0,0,0,8.05,S,Mr,1,unique,X
224,0,3,male,9.039047928578592,0,0,7.8958,S,Mr,1,unique,X
225,1,1,male,38.0,1,0,90.0,S,Mr,2,share,C
226,0,3,male,22.0,0,0,9.35,S,Mr,1,unique,X
227,1,2,male,19.0,0,0,10.5,S,Mr,1,unique,X
228,0,3,male,20.5,0,0,7.25,S,Mr,1,unique,X
229,0,2,male,18.0,0,0,13.0,S,Mr,1,unique,X
230,0,3,female,6.808803482717759,3,1,25.4667,S,Miss,5,share,X
231,1,1,female,35.0,1,0,83.475,S,Mrs,2,share,C
232,0,3,male,29.0,0,0,7.775,S,Mr,1,unique,X
233,0,2,male,59.0,0,0,13.5,S,Mr,1,unique,X
234,1,3,female,5.0,4,2,31.3875,S,Miss,7,share,X
235,0,2,male,24.0,0,0,10.5,S,Mr,1,unique,X
236,0,3,female,8.600079970540689,0,0,7.55,S,Miss,1,unique,X
237,0,2,male,44.0,1,0,26.0,S,Mr,2,unique,X
238,1,2,female,8.0,0,2,26.25,S,Miss,3,share,X
239,0,2,male,19.0,0,0,10.5,S,Mr,1,unique,X
240,0,2,male,33.0,0,0,12.275,S,Mr,1,unique,X
241,0,3,female,8.620457813928885,1,0,14.4542,C,Miss,2,share,X
242,1,3,female,8.51572954281692,1,0,15.5,Q,Miss,2,share,X
243,0,2,male,29.0,0,0,10.5,S,Mr,1,unique,X
244,0,3,male,22.0,0,0,7.125,S,Mr,1,unique,X
245,0,3,male,30.0,0,0,7.225,C,Mr,1,unique,X
246,0,1,male,44.0,2,0,90.0,Q,Dr,3,share,C
247,0,3,female,25.0,0,0,7.775,S,Miss,1,unique,X
248,1,2,female,24.0,0,2,14.5,S,Mrs,3,share,X
249,1,1,male,37.0,1,1,52.5542,S,Mr,3,share,D
250,0,2,male,54.0,1,0,26.0,S,Rev,2,share,X
251,0,3,male,9.057028882182395,0,0,7.25,S,Mr,1,unique,X
252,0,3,female,29.0,1,1,10.4625,S,Mrs,3,share,G
253,0,1,male,62.0,0,0,26.55,S,Mr,1,unique,C
254,0,3,male,30.0,1,0,16.1,S,Mr,2,share,X
255,0,3,female,41.0,0,2,20.2125,S,Mrs,3,share,X
256,1,3,female,29.0,0,2,15.2458,C,Mrs,3,unique,X
257,1,1,female,10.54657394150938,0,0,79.2,C,Mrs,1,unique,X
258,1,1,female,30.0,0,0,86.5,S,Miss,1,share,B
259,1,1,female,35.0,0,0,512.3292,C,Miss,1,share,X
260,1,2,female,50.0,0,1,26.0,S,Mrs,2,share,X
261,0,3,male,8.916383443911776,0,0,7.75,Q,Mr,1,unique,X
262,1,3,male,3.0,4,2,31.3875,S,Master,7,share,X
263,0,1,male,52.0,1,1,79.65,S,Mr,3,share,E
264,0,1,male,40.0,0,0,0.0,S,Mr,1,unique,B
265,0,3,female,8.441332563687816,0,0,7.75,Q,Miss,1,unique,X
266,0,2,male,36.0,0,0,10.5,S,Mr,1,unique,X
267,0,3,male,16.0,4,1,39.6875,S,Mr,6,share,X
268,1,3,male,25.0,1,0,7.775,S,Mr,2,unique,X
269,1,1,female,58.0,0,1,153.4625,S,Mrs,2,share,C
270,1,1,female,35.0,0,0,135.6333,S,Miss,1,share,C
271,0,1,male,10.895125097197399,0,0,31.0,S,Mr,1,share,X
272,1,3,male,25.0,0,0,0.0,S,Mr,1,share,X
273,1,2,female,41.0,0,1,19.5,S,Mrs,2,share,X
274,0,1,male,37.0,0,1,29.7,C,Mr,2,unique,C
275,1,3,female,8.441332563687816,0,0,7.75,Q,Miss,1,unique,X
276,1,1,female,63.0,1,0,77.9583,S,Miss,2,share,D
277,0,3,female,45.0,0,0,7.75,S,Miss,1,unique,X
278,0,2,male,9.405103147649715,0,0,0.0,S,Mr,1,share,X
279,0,3,male,7.0,4,1,29.125,Q,Master,6,share,X
280,1,3,female,35.0,1,1,20.25,S,Mrs,3,share,X
281,0,3,male,65.0,0,0,7.75,Q,Mr,1,unique,X
282,0,3,male,28.0,0,0,7.8542,S,Mr,1,unique,X
283,0,3,male,16.0,0,0,9.5,S,Mr,1,unique,X
284,1,3,male,19.0,0,0,8.05,S,Mr,1,unique,X
285,0,1,male,10.865160502650532,0,0,26.0,S,Mr,1,unique,A
286,0,3,male,33.0,0,0,8.6625,C,Mr,1,unique,X
287,1,3,male,30.0,0,0,9.5,S,Mr,1,unique,X
288,0,3,male,22.0,0,0,7.8958,S,Mr,1,unique,X
289,1,2,male,42.0,0,0,13.0,S,Mr,1,unique,X
290,1,3,female,22.0,0,0,7.75,Q,Miss,1,unique,X
291,1,1,female,26.0,0,0,78.85,S,Miss,1,share,X
292,1,1,female,19.0,1,0,91.0792,C,Mrs,2,share,B
293,0,2,male,36.0,0,0,12.875,C,Mr,1,unique,D
294,0,3,female,24.0,0,0,8.85,S,Miss,1,unique,X
295,0,3,male,24.0,0,0,7.8958,S,Mr,1,unique,X
296,0,1,male,10.877952455907836,0,0,27.7208,C,Mr,1,unique,X
297,0,3,male,23.5,0,0,7.2292,C,Mr,1,unique,X
298,0,1,female,2.0,1,2,151.55,S,Miss,4,share,C
299,1,1,male,10.895125097197399,0,0,30.5,S,Mr,1,unique,C
300,1,1,female,50.0,0,1,247.5208,C,Mrs,2,share,B
301,1,3,female,8.441332563687816,0,0,7.75,Q,Miss,1,unique,X
302,1,3,male,8.16854559438314,2,0,23.25,Q,Mr,3,share,X
303,0,3,male,19.0,0,0,0.0,S,Mr,1,share,X
304,1,2,female,9.204812871364677,0,0,12.35,Q,Miss,1,unique,E
305,0,3,male,9.05388702296441,0,0,8.05,S,Mr,1,unique,X
306,1,1,male,0.92,1,2,151.55,S,Master,4,share,C
307,1,1,female,10.556295034039891,0,0,110.8833,C,Miss,1,share,X
308,1,1,female,17.0,1,0,108.9,C,Mrs,2,share,C
309,0,2,male,30.0,1,0,24.0,C,Mr,2,share,X
310,1,1,female,30.0,0,0,56.9292,C,Miss,1,share,E
311,1,1,female,24.0,0,0,83.1583,C,Miss,1,share,C
312,1,1,female,18.0,2,2,262.375,C,Miss,5,share,B
313,0,2,female,26.0,1,1,26.0,S,Mrs,3,unique,X
314,0,3,male,28.0,0,0,7.8958,S,Mr,1,unique,X
315,0,2,male,43.0,1,1,26.25,S,Mr,3,share,X
316,1,3,female,26.0,0,0,7.8542,S,Miss,1,unique,X
317,1,2,female,24.0,1,0,26.0,S,Mrs,2,share,X
318,0,2,male,54.0,0,0,14.0,S,Dr,1,unique,X
319,1,1,female,31.0,0,2,164.8667,S,Miss,3,share,C
320,1,1,female,40.0,1,1,134.5,C,Mrs,3,share,E
321,0,3,male,22.0,0,0,7.25,S,Mr,1,unique,X
322,0,3,male,27.0,0,0,7.8958,S,Mr,1,unique,X
323,1,2,female,30.0,0,0,12.35,Q,Miss,1,unique,X
324,1,2,female,22.0,1,1,29.0,S,Mrs,3,share,X
325,0,3,male,4.969622871492396,8,2,69.55,S,Mr,11,share,X
326,1,1,female,36.0,0,0,135.6333,C,Miss,1,share,C
327,0,3,male,61.0,0,0,6.2375,S,Mr,1,unique,X
328,1,2,female,36.0,0,0,13.0,S,Mrs,1,unique,D
329,1,3,female,31.0,1,1,20.525,S,Mrs,3,share,X
330,1,1,female,16.0,0,1,57.9792,C,Miss,2,share,B
331,1,3,female,7.722808837096526,2,0,23.25,Q,Miss,3,share,X
332,0,1,male,45.5,0,0,28.5,S,Mr,1,unique,C
333,0,1,male,38.0,0,1,153.4625,S,Mr,2,share,C
334,0,3,male,16.0,2,0,18.0,S,Mr,3,share,X
335,1,1,female,10.501723270354448,1,0,133.65,S,Mrs,2,share,X
336,0,3,male,9.039047928578592,0,0,7.8958,S,Mr,1,unique,X
337,0,1,male,29.0,1,0,66.6,S,Mr,2,share,C
338,1,1,female,41.0,0,0,134.5,C,Miss,1,share,E
339,1,3,male,45.0,0,0,8.05,S,Mr,1,unique,X
340,0,1,male,45.0,0,0,35.5,S,Mr,1,unique,T
341,1,2,male,2.0,1,1,26.0,S,Master,3,share,F
342,1,1,female,24.0,3,2,263.0,S,Miss,6,share,C
343,0,2,male,28.0,0,0,13.0,S,Mr,1,unique,X
344,0,2,male,25.0,0,0,13.0,S,Mr,1,unique,X
345,0,2,male,36.0,0,0,13.0,S,Mr,1,unique,X
346,1,2,female,24.0,0,0,13.0,S,Miss,1,unique,F
347,1,2,female,40.0,0,0,13.0,S,Miss,1,unique,X
348,1,3,female,8.674476949669796,1,0,16.1,S,Mrs,2,unique,X
349,1,3,male,3.0,1,1,15.9,S,Master,3,share,X
350,0,3,male,42.0,0,0,8.6625,S,Mr,1,unique,X
351,0,3,male,23.0,0,0,9.225,S,Mr,1,unique,X
352,0,1,male,10.895125097197399,0,0,35.0,S,Mr,1,unique,C
353,0,3,male,15.0,1,1,7.2292,C,Mr,3,unique,X
354,0,3,male,25.0,1,0,17.8,S,Mr,2,share,X
355,0,3,male,9.021111715023741,0,0,7.225,C,Mr,1,unique,X
356,0,3,male,28.0,0,0,9.5,S,Mr,1,unique,X
357,1,1,female,22.0,0,1,55.0,S,Miss,2,share,E
358,0,2,female,38.0,0,0,13.0,S,Miss,1,unique,X
359,1,3,female,8.454940110225149,0,0,7.8792,Q,Miss,1,unique,X
360,1,3,female,8.454940110225149,0,0,7.8792,Q,Miss,1,unique,X
361,0,3,male,40.0,1,4,27.9,S,Mr,6,share,X
362,0,2,male,29.0,1,0,27.7208,C,Mr,2,unique,X
363,0,3,female,45.0,0,1,14.4542,C,Mrs,2,share,X
364,0,3,male,35.0,0,0,7.05,S,Mr,1,unique,X
365,0,3,male,8.818486716542346,1,0,15.5,Q,Mr,2,share,X
366,0,3,male,30.0,0,0,7.25,S,Mr,1,unique,X
367,1,1,female,60.0,1,0,75.25,C,Mrs,2,unique,D
368,1,3,female,8.54606083479978,0,0,7.2292,C,Mrs,1,unique,X
369,1,3,female,8.441332563687816,0,0,7.75,Q,Miss,1,unique,X
370,1,1,female,24.0,0,0,69.3,C,Mlle,1,share,B
371,1,1,male,25.0,1,0,55.4417,C,Mr,2,unique,E
372,0,3,male,18.0,1,0,6.4958,S,Mr,2,unique,X
373,0,3,male,19.0,0,0,8.05,S,Mr,1,unique,X
374,0,1,male,22.0,0,0,135.6333,C,Mr,1,share,X
375,0,3,female,3.0,3,1,21.075,S,Miss,5,share,X
376,1,1,female,10.496413255029498,1,0,82.1708,C,Mrs,2,share,X
377,1,3,female,22.0,0,0,7.25,S,Miss,1,unique,X
378,0,1,male,27.0,0,2,211.5,C,Mr,3,unique,C
379,0,3,male,20.0,0,0,4.0125,C,Mr,1,unique,X
380,0,3,male,19.0,0,0,7.775,S,Mr,1,unique,X
381,1,1,female,42.0,0,0,227.525,C,Miss,1,share,X
382,1,3,female,1.0,0,2,15.7417,C,Miss,3,share,X
383,0,3,male,32.0,0,0,7.925,S,Mr,1,unique,X
384,1,1,female,35.0,1,0,52.0,S,Mrs,2,share,X
385,0,3,male,9.039047928578592,0,0,7.8958,S,Mr,1,unique,X
386,0,2,male,18.0,0,0,73.5,S,Mr,1,share,X
387,0,3,male,1.0,5,2,46.9,S,Master,8,share,X
388,1,2,female,36.0,0,0,13.0,S,Miss,1,unique,X
389,0,3,male,8.916383443911776,0,0,7.7292,Q,Mr,1,unique,X
390,1,2,female,17.0,0,0,12.0,C,Miss,1,unique,X
391,1,1,male,36.0,1,2,120.0,S,Mr,4,share,B
392,1,3,male,21.0,0,0,7.7958,S,Mr,1,unique,X
393,0,3,male,28.0,2,0,7.925,S,Mr,3,unique,X
394,1,1,female,23.0,1,0,113.275,C,Miss,2,share,D
395,1,3,female,24.0,0,2,16.7,S,Mrs,3,share,G
396,0,3,male,22.0,0,0,7.7958,S,Mr,1,unique,X
397,0,3,female,31.0,0,0,7.8542,S,Miss,1,unique,X
398,0,2,male,46.0,0,0,26.0,S,Mr,1,share,X
399,0,2,male,23.0,0,0,10.5,S,Dr,1,unique,X
400,1,2,female,28.0,0,0,12.65,S,Mrs,1,unique,X
401,1,3,male,39.0,0,0,7.925,S,Mr,1,unique,X
402,0,3,male,26.0,0,0,8.05,S,Mr,1,unique,X
403,0,3,female,21.0,1,0,9.825,S,Miss,2,unique,X
404,0,3,male,28.0,1,0,15.85,S,Mr,2,share,X
405,0,3,female,20.0,0,0,8.6625,S,Miss,1,unique,X
406,0,2,male,34.0,1,0,21.0,S,Mr,2,unique,X
407,0,3,male,51.0,0,0,7.75,S,Mr,1,unique,X
408,1,2,male,3.0,1,1,18.75,S,Master,3,share,X
409,0,3,male,21.0,0,0,7.775,S,Mr,1,unique,X
